Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
SPINK4	27290	0	0	0	0	0	0	0	0	0
SPINK5	11005	3.1447	2.7548	0.9481	2.2328	4.2735	2.1816	4.5372	0	3.2582
SPINK6	404203	0	0	0	0	0	0	0	0	0
SPINK7	84651	0	0	0	0	0	0	0	0	0
SPINK8	646424	0	0	0	0	0	0	0	0	0
SPINK9	643394	0	0	0	0	0	0	0	0	0
SPINLW1	57119	0	0	0	0	0	0	0	0	0
SPINT1	6692	123.69	217.631	185.826	227.742	1104.7	349.059	147.005	139.179	226.989
SPINT2	10653	1126.83	581.267	280.635	445.437	1365.38	690.483	239.564	399.839	401.846
SPINT3	10816	0	0	0	0	0	0	0	0	0
SPINT4	391253	0	0	0	0	0	0	0	0	0
SPIRE1	56907	344.864	338.843	70.1588	112.755	250	124.352	475.499	203.54	633.179
SPIRE2	84501	253.669	290.634	91.0168	94.8925	178.419	247.614	140.653	136.766	187.89
SPN	6693	78.6164	214.876	89.1206	111.638	128.205	198.527	63.5209	86.8866	129.243
SPNS1	83985	1094.15	1219.9	714.321	869.953	835.759	955.386	1006.61	830.611	804.887
SPNS2	124976	625.744	699.642	397.62	241.73	840.769	703.9	277.332	370.024	516.231
SPNS3	201305	20.9644	23.416	10.429	12.2802	27.7778	27.2702	7.2595	8.0451	8.6886
SPO11	23626	0	0	0	0	0	0	0	0	0
SPOCD1	90853	0	6.8871	7.5847	1.1164	0	2.1816	0.9074	4.0225	3.2582
SPOCK1	6695	2.0964	95.0413	1.8962	5.5819	21.3675	17.453	4.5372	2.4135	0
SPOCK2	9806	176.101	727.273	261.673	203.182	405.983	531.224	162.432	152.856	535.433
SPOCK3	50859	0	1.3774	0.9481	6.6983	5.3419	2.1816	3.6298	4.0225	1.0861
SPON1	10418	61.8449	315.427	74.8993	65.8666	84.4017	202.891	86.2069	45.0523	71.6807
SPON2	10417	1765.2	3028.93	2653.71	1775.05	2517.09	2499.05	843.013	2045.05	1033.94
SPOP	8405	985.325	1077.13	1013.51	1336.31	1214.74	1272.98	1244.1	1004.83	1127.34
SPOPL	339745	404.612	498.623	657.028	520.234	613.248	493.046	610.708	697.506	420.31
SPP1	6696	569.182	889.807	493.956	976.835	4637.82	1047.18	822.142	362.027	564.757
SPP2	6694	3634.17	3378.79	6817.73	12765.8	5081.2	8173.44	5639.75	4197.1	5679.07
SPPL2A	84888	1968.55	973.829	1113.06	1127.55	1090.81	1196.62	2049	1670.96	1557.43
SPPL2B	56928	1075.47	881.543	595.402	765.839	1085.47	899.918	842.105	776.347	788.488
SPPL3	121665	740.042	980.716	758.474	885.292	830.128	968.639	763.158	870.475	705.946
SPR	6697	2224.32	1994.49	2134.16	1998.33	1657.05	1822.74	1934.66	2166.53	1961.44
SPRED1	161742	189.727	442.149	403.887	413.062	493.59	596.673	352.995	328.238	231.333
SPRED2	200734	764.151	673.554	2708.7	1393.25	1143.16	1523.86	1158.8	1425.58	825.414
SPRED3	399473	0	0	0	1.1164	0	0	0	0	0
SPRN	503542	196.017	421.488	78.6916	118.337	190.171	92.7188	93.4664	117.458	129.243
SPRR1A	6698	0	0	0	0	0	1.0908	0	0	0
SPRR1B	6699	0	0	0.9481	0	0	0	0	0	0
SPRR2A	6700	0	0	0	1.1164	2.1368	0	0	0	0
SPRR2B	6701	0	0	0	0	0	0	0	0	0
SPRR2C	6702	0	0	0	0	0	0	0	0	0
SPRR2D	6703	0	0	0	1.1164	0	0	0	0	0
SPRR2E	6704	0	0	0	0	0	0	0	0	0
SPRR2F	6705	0	0	0	0	0	0	0	0	0
SPRR2G	6706	0	0	0	0	0	0	0	0	0
SPRR3	6707	0	0	0	0	0	0	0	0	1.0861
SPRR4	163778	0	0	0	0	0	0	0	0	0
SPRY1	10252	327.044	563.361	397.25	587.217	617.521	854.104	360.254	300.08	369.264
SPRY2	10253	426.625	719.008	1844.99	1098.52	870.726	856.286	574.41	644.409	1227.26
SPRY3	10251	24.109	31.6804	28.4428	34.6079	42.735	51.2681	35.3902	48.2703	42.3568
SPRY4	81848	540.88	604.683	986.016	480.045	758.547	875.92	669.692	584.071	558.241
SPRYD3	84926	534.591	942.149	708.225	733.464	768.162	776.657	656.987	625.905	887.32
SPRYD4	283377	4243.19	2413.22	2962.79	3742.12	2409.19	3593.13	3629.76	3049.88	3289.71
SPRYD5	84767	0	0	0	0	0	0	0	0	0
SPSB1	80176	711.74	984.848	10362.6	718.951	1378.21	858.467	1031.76	473.854	1996.2
SPSB2	84727	78.6164	103.306	36.0275	68.0994	137.821	71.9935	88.0218	92.5181	67.3364
SPSB3	90864	2279.87	1792.01	1358.62	2242.81	2039.53	1736.57	1292.2	1329.04	1385.83
SPSB4	92369	5.2411	28.9256	7.5847	8.9311	10.6838	13.0897	18.1488	13.6766	15.205
SPTA1	6708	12.5786	1.3774	1.8962	0	0	2.1816	0	2.4135	6.5164
SPTAN1	6709	3218.03	4522.04	6319.03	3640.52	4368.59	4633.76	3372.05	5093.32	3743.69
SPTB	6710	100.629	48.2094	66.3664	52.47	91.8803	81.8107	40.8348	47.4658	38.0125
SPTBN1	6711	18583.9	11108.8	24675	10855.7	12845.1	12440.7	13569.9	15341.1	13473.8
SPTBN2	6712	1486.37	1900.83	2363.59	2939.44	1470.09	1316.61	1861.16	1921.96	1720.34
SPTBN4	57731	27.2537	35.8127	27.4947	17.8621	14.9573	31.6335	16.3339	16.8946	16.2911
SPTBN5	51332	77.5681	28.9256	43.6122	13.3966	98.8889	21.8162	111.615	27.3532	366.006
SPTLC1	10558	634.172	758.953	568.855	745.744	708.333	647.941	638.838	760.257	617.975
SPTLC2	9517	244.235	431.13	445.603	304.772	395.299	469.048	380.218	315.366	435.514
SPTLC3	55304	752.62	391.185	817.255	775.886	587.607	1161.71	990.926	872.084	1172.96
SPTY2D1	144108	414.046	435.262	873.193	593.759	559.829	511.012	647.005	797.265	647.005
SPZ1	84654	0	0	0	0	0	0	0	0	0
SQLE	6713	894.13	530.303	1213.56	818.309	2566.24	3494.95	2196.91	834.272	536.519
SQRDL	58472	1785.12	1831.96	3863.47	2032.93	1590.81	2040.91	1882.03	1842.32	2002.72
SQSTM1	8878	19052.2	13793.7	14266	15793.5	13514	14877.8	14453.1	17478.4	10155.4
SR140	23350	1072.33	1023.42	1242.95	1183.37	1303.42	1258.79	1073.5	1017.7	981.808
SRA1	10011	789.308	830.578	915.857	685.459	784.188	819.198	887.477	818.182	869.943
SRBD1	55133	283.019	261.708	304.337	293.609	304.487	313.062	429.22	368.463	356.231
SRC	6714	534.591	596.419	167.812	397.432	605.769	578.129	362.069	426.388	235.677
SRCAP	10847	1090.15	1528.93	1326.38	1389.9	1868.59	1231.52	1276.77	1455.35	1209.88
SRCIN1	80725	171.908	151.515	187.722	408.596	330.128	375.239	261.343	169.751	158.566
SRCRB4D	136853	85.8386	74.0083	58.7817	61.4011	127.489	58.0093	200.544	38.6163	275.862
SRD5A1	6715	1903.56	1352.62	1646.84	1909.01	1439.1	1528.22	1371.14	1862.43	2960.63
SRD5A2	6716	4969.6	2037.19	2805.4	1699.13	2357.91	1692.94	7578.04	6462.59	6328.54
SRD5A3	79644	663.522	290.634	216.165	236.662	721.154	286.883	424.682	397.426	465.925
SREBF1	6720	7142.56	6418.73	3899.5	7154.9	7776.71	9493.32	6314.88	7977.47	3429.81
SREBF2	6721	3983.23	4031.68	4224.7	3020.93	3356.84	4503.95	4382.94	3546.26	2357.86
SRF	6722	599.581	909.091	1584.26	1396.6	901.709	770.112	1163.34	683.025	1230.52
SRFBP1	153443	133.124	140.496	158.331	104.94	149.573	119.989	146.098	206.758	125.984
SRGAP1	57522	90.1468	74.3802	94.8092	63.6338	176.282	92.7188	46.2795	91.7136	104.263
SRGAP2	23380	189.727	360.882	219.009	394.083	461.538	433.051	277.677	208.367	335.596
SRGAP3	9901	50.3145	68.8705	45.5084	63.6338	72.6496	51.2681	38.1125	59.5334	44.5289
SRGN	5552	330.189	1882.92	1100.73	1683.51	1246.79	1224.98	1466.42	383.749	1771.38
SRI	6717	623.69	479.339	574.544	543.678	506.41	717.753	621.597	460.177	655.987
SRL	6345	6.2893	34.4353	14.2214	29.026	45.9402	62.1762	16.3339	13.6766	28.2378
SRM	6723	820.755	1061.98	964.21	706.67	854.701	901.009	637.931	668.544	727.668
SRMS	6725	0	0	0	0	0	0	0	0.8045	0
SRP14	6727	3393.08	3634.99	2657.5	3770.03	3458.33	3391.33	2643.38	3461.79	3422.21
SRP19	6728	651.74	464.187	726.779	592.04	675.801	570.286	619.474	658.817	641.781
SRP54	6729	1233.75	1022.04	1222.09	995.814	1193.38	1185.71	1443.74	1466.61	1830.03
SRP68	6730	1357.44	1406.34	1699.93	1724.81	1523.5	1521.68	1795.83	1624.3	1601.95
SRP72	6731	1410.9	1544.08	1706.57	1725.93	1420.94	1542.41	1616.15	1654.06	1971.22
SRP9	6726	4642.56	3670.8	3526.9	4385.15	4132.48	4425.42	4768.6	4644.41	4139.02
SRPK1	6732	846.96	440.771	1539.7	577.17	611.111	558.495	808.53	762.671	712.463
SRPK2	6733	399.371	340.22	238.919	346.079	483.974	427.598	477.314	417.538	587.564
SRPK3	26576	1.0482	9.2837	4.0673	14.2339	8.1303	6.5012	0	3.4433	2.7586
SRPR	6734	8710.69	6915.98	8682.63	8486.74	7226.5	7015	7849.36	8053.1	9098.02
SRPRB	58477	1697.07	1545.45	1647.78	1671.23	1360.04	1737.66	1569.87	1555.11	1751.83
SRPX2	27286	58.7002	75.7576	38.8718	41.3062	79.0598	97.0821	30.853	41.8343	32.5821
SRPX	8406	588.05	640.496	161.176	346.079	512.821	749.386	294.011	312.148	314.961
SRR	63826	147.642	187.865	163.773	113.413	188.803	176.548	249.973	298.125	157.708
SRRD	402055	219.078	216.253	211.424	238.906	212.607	258.522	212.341	239.743	204.181
SRRM1	10250	1191.82	1278.24	1242.95	1732.63	1869.66	1406.05	1534.48	1665.33	1349.99
SRRM2	23524	9264.15	6921.49	8736.66	7830.31	12181.6	8033.82	8669.69	7058.73	6340.48
SRRM3	222183	11.5304	15.1515	6.6366	7.8147	33.1197	11.9989	5.4446	2.4135	1.0861
SRRM4	84530	0	1.3774	0	0	1.0684	0	0	0	0
SRRM5	100170229	19.0671	8.4435	10.685	12.604	17.4359	16.9948	11.0799	12.6549	6.9291
SRRT	51593	1567.09	1619.83	1518.84	2093.22	1710.47	2007.09	1525.41	1281.58	1277.22
SRXN1	140809	720.126	753.443	3338.23	741.278	1204.06	627.216	657.895	1194.69	1127.34
SRY	6736	1.0482	1.3774	0	0	1.0684	0	0	0	0
SS18	6760	1648.85	1360.88	1655.37	1510.47	1957.27	1800.93	1719.6	1656.48	1781.16
SS18L1	26039	1699.16	993.113	858.023	1101.87	1233.97	1090.81	1461.89	1479.49	952.484
SS18L2	51188	392.034	342.975	346.054	414.178	398.504	414.508	300.363	337.892	372.522
SSB	6741	1150.14	1219.82	1128.21	1214.99	1246.42	1338.17	1117.76	1477.39	995.71
SSBP1	6742	1037.74	873.278	838.113	955.624	621.795	941.369	847.55	843.926	1060.01
SSBP2	23635	34.5912	56.4738	28.4428	55.8191	105.769	71.9935	33.5753	32.9847	58.6478
SSBP3	23648	767.296	856.749	534.724	1085.12	778.846	907.554	678.766	827.836	1863.7
SSBP4	170463	376.31	811.295	316.663	327.1	554.487	517.044	259.528	289.622	332.338
SSC5D	284297	208.595	377.411	87.2245	207.647	260.684	339.242	200.544	205.953	84.7135
SSFA2	6744	3963.31	3593.66	4038.87	3931.9	4066.24	3547.31	4382.03	5004.83	4119.47
SSH1	54434	580.713	719.008	652.287	651.968	820.513	619.58	598.911	698.311	459.408
SSH2	85464	143.606	275.482	164.968	228.858	270.299	251.977	216.878	186.645	374.695
SSH3	54961	574.423	482.094	408.628	462.183	653.846	632.67	424.682	513.274	387.727
SSNA1	8636	935.01	1159.78	646.599	814.96	755.342	961.004	635.209	713.596	674.45
SSPN	8082	47.1698	99.1736	45.5084	53.5864	91.8803	122.171	43.5572	51.4883	40.1846
SSPO	23145	36.6876	17.9063	27.4947	15.6294	44.8718	19.6346	25.4083	17.6991	10.8607
SSR1	6745	3708.6	3108.82	3583.79	3772.26	2988.25	3428.42	3559.89	3470.64	4029.32
SSR2	6746	2237.95	3973.83	2977.96	4188.67	2520.3	3617.13	2211.43	2148.03	3111.59
SSR3	6747	2189.73	2428.37	3078.45	2678.2	2028.85	2590.67	2267.7	2467.42	3234.32
SSR4	6748	2993.71	3224.52	2315.24	4430.92	2699.79	4186.53	2030.85	2132.74	4036.93
SSRP1	6749	1611.11	2141.87	1966.34	2451.58	1790.6	2060.54	1833.03	1635.56	1836.55
SSSCA1	10534	315.514	471.074	310.974	353.893	224.359	386.147	281.307	304.908	338.854
SST	6750	572.327	0	0	0	0	0	0	0.8045	0
SSTR1	6751	382.6	511.019	470.254	514.653	420.94	443.96	545.372	662.912	352.973
SSTR2	6752	35.6394	108.815	44.5603	41.3062	43.8034	103.627	67.1506	47.4658	32.5821
SSTR3	6753	0	0	0.9481	0	0	0	0.9074	0	0
SSTR4	6754	0	0	0	0	0	0	0	0	0
SSTR5	6755	2.0964	2.7548	0	0	0	1.0908	0	5.6315	0
SSU72	29101	2783.02	2599.17	2557	3072.29	2267.09	2520.86	2257.71	2375.7	2515.34
SSX1	6756	0	8.2645	0	0	0	0	0	0	0
SSX2	6757	0	0	0	0	0	0	0	0	0
SSX2IP	117178	785.115	246.556	235.127	289.143	463.675	322.88	441.016	631.537	1013.3
SSX3	10214	0	0	0	0	0	0	0	0	0
SSX4	6759	0	0	0	0	0	0	0	0	0
SSX5	6758	0	0	0	0	0	1.0908	0	0	0
SSX6	280657	0	0	0	0	0	0	0	0	0
SSX7	280658	0	0	0	0	0	0	0	0	0
SSX8	280659	0	0	0	0	0	0	0	0	0
ST13	6767	6039.83	6495.87	6673.62	11907.3	6605.77	6883.01	8557.17	8189.06	7655.72
ST14	6768	263.103	694.215	584.025	679.877	1542.73	1014.45	746.824	399.035	606.028
ST18	9705	2.0964	1.3774	4.7405	6.6983	5.3419	4.3632	3.6298	1.609	9.7746
ST20	400410	95.6918	66.8182	56.914	85.2247	104.85	90.4172	64.2196	58.4393	119.75
ST3GAL1	6482	4052.41	5661.16	3739.27	4944.46	3073.72	3502.59	3778.58	3147.22	4684.22
ST3GAL2	6483	453.878	681.818	442.759	443.204	573.718	586.856	682.396	411.907	607.114
ST3GAL3	6487	440.252	533.058	277.791	319.286	316.239	333.788	347.55	389.38	308.444
ST3GAL4	6484	334.382	947.658	369.756	1034.89	464.744	701.391	283.122	276.75	546.294
ST3GAL5	8869	353.25	330.579	421.901	403.014	356.838	489.774	490.926	337.088	310.616
ST3GAL6	10402	1617.4	961.433	1227.78	1667.88	1330.13	1388.6	1673.32	1074.01	2097.2
ST5	6764	1144.65	936.639	967.054	1178.9	1225.43	1317.7	1263.16	1078.04	784.143
ST6GAL1	6480	24093.3	27162.5	31420.7	30219.4	22393.2	25490	32158.8	27200.3	33072
ST6GAL2	84620	83.8574	141.873	83.4321	120.569	92.9487	125.443	142.468	150.442	60.82
ST6GALNAC1	55808	3.1447	28.9256	6.6366	5.5819	10.6838	18.5438	2.7223	8.8496	17.3771
ST6GALNAC2	10610	82.8092	49.5868	17.0657	32.3751	61.9658	30.5427	49.0018	135.961	40.1846
ST6GALNAC3	256435	35.6394	85.3994	63.5222	24.5604	63.0342	82.9016	63.5209	33.7892	65.1643
ST6GALNAC4	27090	55.5556	166.667	119.46	54.7028	141.026	133.079	54.4465	40.2253	74.9389
ST6GALNAC5	81849	0	0	0	3.3491	6.4103	3.2724	0	0	0
ST6GALNAC6	30815	1592.24	3049.59	2413.84	1965.95	1882.48	2670.3	1571.69	872.888	1800.71
ST7	7982	1255.92	1257.12	1267.45	1617.26	1030.35	1347.42	1454.46	1254.21	1141.92
ST7L	54879	105.87	170.799	186.774	259.001	108.974	202.891	188.748	166.533	92.316
ST7OT1	93653	20.8071	22.4931	22.868	23.779	12.3825	20.3763	7.4229	25.4948	10.3937
ST7OT2	93654	0	0	0	0	1.0684	1.0908	0	0.8045	0
ST7OT3	93655	0	1.3912	5.7265	5.6266	1.0791	5.5304	0.9074	3.4835	1.0969
ST7OT4	338069	0	1.3774	0	0	1.0684	0	0	0	0
ST8SIA1	6489	4.1929	16.5289	10.429	2.2328	6.4103	18.5438	2.7223	2.4135	3.2582
ST8SIA2	8128	0	5.5096	0	0	1.0684	0	0	0	0
ST8SIA3	51046	5.2411	16.5289	12.3252	17.8621	100.427	32.7243	14.5191	12.0676	17.3771
ST8SIA4	7903	35.6394	254.821	88.1726	69.2157	125	145.078	102.541	53.0973	64.0782
ST8SIA5	29906	0	2.7548	1.8962	1.1164	3.2051	3.2724	0.9074	0	0
ST8SIA6	338596	0	9.6419	4.7405	3.3491	10.6838	5.454	2.7223	6.436	6.5164
STAB1	23166	1538.78	4629.27	2660.27	2052.84	4982.91	3257.7	2627.89	1827.49	3969.22
STAB2	55576	182.39	1070.25	724.342	330.449	1430.56	812.653	844.828	479.485	1145.81
STAC2	342667	0	5.5096	0.9481	0	0	1.0908	0	0.8045	0
STAC3	246329	37.7358	81.2672	26.5466	68.0994	74.7863	33.8151	29.9456	19.3081	57.5618
STAC	6769	16.7715	35.8127	8.5328	20.0949	7.4786	16.3621	13.6116	4.827	8.6886
STAG1	10274	373.082	344.849	489.86	447.201	457.222	454.431	478.43	387.072	420.57
STAG2	10735	1153.04	1509.64	1459.11	1845.38	1387.82	1520.59	1362.98	1387.77	1380.4
STAG3	10734	314.277	71.3912	58.7817	95.7633	138.761	171.203	162.205	55.5591	591.822
STAG3L1	54441	6.2893	37.1901	27.4947	7.8147	42.735	28.3611	19.9637	26.5487	39.0986
STAG3L2	442582	66.0377	23.416	24.6504	39.0734	22.4359	45.814	48.0944	60.3379	23.8936
STAG3L3	442578	210.398	183.044	156.568	139.425	278.846	150.466	187.132	126.919	76.9807
STAG3L4	64940	139.413	92.2865	103.342	74.7977	49.1453	112.353	83.4846	152.052	70.5946
STAM2	10254	551.363	462.81	631.429	538.097	651.709	630.488	653.357	706.356	698.344
STAM	8027	266.247	187.328	266.414	214.345	267.094	226.888	300.363	305.712	280.206
STAMBP	10617	675.052	458.678	466.461	562.657	559.829	619.58	633.394	592.116	622.319
STAMBPL1	57559	15.7233	57.8512	54.0412	31.2587	63.0342	61.0854	24.5009	45.8568	48.8732
STAP1	26228	2.0964	2.7548	1.8962	2.2328	5.3419	1.0908	2.7223	6.436	3.2582
STAP2	55620	2916.14	1652.89	1093.15	1329.61	1739.32	1925.28	1715.06	2106.19	2068.97
STAR	6770	13.6268	8.2645	1.8962	4.4655	10.6838	5.454	3.6298	8.0451	8.6886
STARD10	10809	20711.7	11606.1	8262.62	6533.07	8967.95	7397.87	14680.6	11873.7	11371.2
STARD13	90627	351.153	334.711	861.816	487.859	467.949	390.51	604.356	478.681	888.406
STARD3	10948	796.646	1253.44	868.452	855.149	936.966	1028.63	852.995	718.423	925.333
STARD3NL	83930	213.837	345.73	223.75	219.927	268.162	293.428	248.639	293.644	278.034
STARD4	134429	218.029	213.499	331.832	193.134	552.35	473.411	630.672	330.652	241.108
STARD5	80765	663.522	460.055	612.467	324.867	708.333	354.513	817.604	563.958	741.787
STARD6	147323	0	0	0	0	0	1.0908	0	0.8045	0
STARD7	56910	2737.77	2796.93	3341.78	2908.46	2826.53	2642.21	2600.04	3035.27	3547.9
STARD8	9754	340.671	431.13	244.608	348.312	280.983	366.512	411.978	291.231	581.048
STAT1	6772	3002.1	3458.68	2963.74	2749.65	2629.27	3150.26	3627.04	2991.95	3269.07
STAT2	6773	2876.31	2612.95	1884.81	2708.34	3221.15	2879.74	2539.93	1807.72	2414.34
STAT3	6774	4798.74	5775.48	10486.8	4020.09	6704.06	6287.43	6182.4	5542.24	11654.6
STAT4	6775	116.352	199.725	125.148	126.151	196.581	236.706	145.191	134.352	173.771
STAT5A	6776	307.128	526.171	248.4	410.829	439.103	471.23	312.16	301.69	308.444
STAT5B	6777	1433.96	1869.15	1590.9	2185.88	1721.15	1941.64	1684.21	1671.76	1553.08
STAT6	6778	2953.88	4387.05	3060.44	3404.97	4411.32	4246.52	3203.27	2556.72	3119.2
STATH	6779	0	0	0.9481	0	0	0	0	0	0
STAU1	6780	4858.49	4768.6	8246.5	6029.58	4775.64	5216.25	5725.95	5107.8	4861.25
STAU2	27067	496.855	522.039	549.893	614.011	712.607	602.127	812.16	798.069	585.392
STBD1	8987	6510.31	3625.34	5487.95	8890.04	3360.95	4080.47	5237.02	4404.66	3503.67
STC1	6781	26.2055	163.912	87.2245	120.569	145.299	100.355	193.285	28.1577	136.845
STC2	8614	7.3375	39.9449	5.6886	30.1423	27.7778	51.2681	29.9456	3.218	22.8075
STEAP1	26872	157.233	234.16	559.374	325.984	163.462	255.25	301.27	133.548	311.702
STEAP2	261729	68.1342	254.821	231.334	351.661	79.0598	262.885	88.0218	40.2253	137.931
STEAP3	55240	10684.5	10483.5	11453	7211.83	6930.56	10722.7	9903.81	12114.2	12469.2
STEAP4	79689	1050.31	1570.25	954.729	666.481	746.795	2737.93	818.512	794.851	1455.34
STH	246744	0	0	0	0	0	0	0	0	0
STIL	6491	19.9161	17.9063	17.0657	14.513	32.0513	33.8151	28.1307	19.3081	20.6354
STIM1	6786	2265.2	1993.11	1809.91	1842.03	1563.03	1836.92	2083.48	2129.53	1862.61
STIM2	57620	336.478	312.672	351.742	300.307	401.709	413.417	384.755	377.313	434.428
STIP1	10963	1186.58	1239.67	1535.91	1606.47	1509.62	1386.42	1435.57	1654.87	1392.34
STK10	6793	214.885	847.107	323.299	413.062	591.88	707.936	373.866	304.103	502.851
STK11	6794	1281.97	1538.57	1149.09	1293.89	1400.64	1360.24	1301.27	1164.92	1216.4
STK11IP	114790	155.136	231.405	123.252	156.294	231.838	188.71	154.265	149.638	179.202
STK16	8576	952.83	1095.04	975.587	1059.45	811.966	954.459	978.221	882.542	1051.32
STK17A	9263	168.763	285.124	1076.08	265.699	270.299	335.969	239.564	285.599	287.809
STK17B	9262	87.0021	407.714	244.608	274.63	346.154	338.151	219.601	116.653	352.973
STK19	8859	257.495	239.766	221.067	270.187	400.278	329.861	222.314	169.968	240.282
STK24	8428	1111.11	1513.77	1845.94	1820.82	1612.18	1770.38	1213.25	1451.33	1035.03
STK25	10494	1528.3	1702.48	1242	1293.89	1575.85	1539.13	1542.65	1427.19	1363.02
STK31	56164	10.4822	0	2.8443	1.1164	7.4786	3.2724	2.7223	4.827	2.1721
STK32A	202374	0	2.7548	0	0	1.0684	3.2724	0	0	0
STK32B	55351	1.0482	4.1322	3.7924	3.3491	30.9829	11.9989	2.7223	4.0225	6.5164
STK32C	282974	50.3145	95.0413	36.9756	59.1683	56.2179	68.721	27.2232	25.7442	43.4428
STK33	65975	3.1447	6.8871	5.6886	11.1638	11.7521	8.7265	7.2595	1.609	11.9468
STK35	140901	423.48	506.887	448.447	282.445	423.077	277.066	349.365	750.603	400.76
STK36	27148	221.174	180.441	176.345	216.578	301.282	210.526	228.675	219.63	210.698
STK3	6788	395.178	319.559	303.389	373.988	391.026	429.779	408.349	485.921	443.117
STK38	11329	828.092	1044.08	812.515	1048.28	959.402	967.548	1062.61	878.52	779.799
STK38L	23012	446.541	393.939	667.457	426.458	508.547	514.862	463.702	514.883	360.576
STK39	27347	27.2537	82.6446	30.3389	44.6553	114.316	70.9026	44.4646	21.7216	42.3568
STK40	83931	1295.6	2487.6	5638.3	2236.11	1973.29	1804.2	2003.63	1691.07	1659.52
STK4	6789	497.904	641.873	663.664	510.187	675.214	661.031	523.593	609.815	549.552
STL	7955	11.5304	0	2.8727	3.3715	3.2158	4.3632	1.833	2.4698	1.0969
STMN1	3925	213.837	714.876	290.116	644.153	614.316	425.416	221.416	255.833	374.695
STMN2	11075	11.5304	61.9835	7.5847	3.3491	75.8547	195.255	4.5372	4.0225	16.2911
STMN3	50861	70.2306	209.366	65.4183	79.2632	154.915	223.616	42.6497	44.2478	64.0782
STMN4	81551	1.0482	0	0	0	0	0	0	0	0
STOM	2040	9454.93	14464.2	16922.5	14835.6	12055.6	14251.4	13216	9699.92	30160.2
STOML1	9399	382.6	355.372	269.258	221.044	292.735	355.604	359.347	358.809	273.69
STOML2	30968	2059.75	2146.01	2010.9	2404.69	1751.07	1941.64	1967.33	2032.98	2122.18
STOML3	161003	0	0	0	0	0	1.0908	0	0	0
STON1	11037	51.3941	137.741	95.7573	125.035	136.752	207.254	72.5953	57.1199	91.23
STON1-GTF2A1L	286749	4.1195	0	0	0	0	0	0	0	0
STON2	85439	79.6646	104.683	129.889	53.5864	70.5128	70.9026	72.5953	73.21	54.3036
STOX1	219736	16.7715	4.1322	4.7405	15.6294	6.4103	10.9081	6.3521	4.827	15.205
STOX2	56977	19.9161	19.2837	17.0657	15.6294	27.7778	16.3621	49.0018	20.9171	21.7214
STRA13	201254	1180.29	710.744	488.267	516.885	533.12	623.943	658.802	744.972	556.068
STRA6	64220	0	0	0.9481	2.2328	2.1368	0	0	0	0
STRA8	346673	0	0	0	1.1164	0	0	0	0	0
STRADA	92335	430.818	409.091	319.507	387.385	487.18	493.046	401.996	434.433	371.436
STRADB	55437	2395.18	1758.95	1606.07	1604.24	1158.12	1545.68	2137.02	2333.87	1775.73
STRAP	11171	1615.3	1366.39	2127.52	1394.36	1555.56	1407.14	1936.48	2056.32	1879.99
STRBP	55342	385.744	261.708	277.791	253.419	272.436	391.601	339.383	439.26	289.981
STRC	161497	15.7233	5.5096	12.8561	6.6983	21.3675	14.1805	17.2414	9.6541	2.2699
STRN3	29966	657.222	614.325	1379.47	841.753	836.538	841.014	859.347	793.242	1011.13
STRN4	29888	789.308	1198.35	857.075	975.719	1130.34	1151.9	756.806	888.978	911.214
STRN	6801	45.0734	55.0964	111.875	59.1683	92.9487	54.5405	162.432	201.931	114.037
STS	412	538.784	425.62	793.553	847.335	502.137	490.865	543.557	1596.94	538.691
STT3A	3703	2294.55	2662.53	2638.54	3128.1	2056.62	3384.78	2672.41	2419.95	2877
STT3B	201595	1203.35	852.617	1537.81	858.499	942.308	1086.45	1661.52	1590.51	1542.22
STUB1	10273	2294.08	2336.91	1574.25	2106.68	1728.24	1811.69	1908.58	1685.42	1919.42
STX10	8677	275.681	417.355	224.698	266.815	310.897	302.154	303.085	205.149	188.976
STX11	8676	57.652	268.595	190.566	179.738	128.205	149.441	147.005	135.157	150.964
STX12	23673	731.656	797.521	1052.38	856.266	837.607	811.563	881.125	846.34	1227.26
STX16	8675	1176.1	1108.82	1135.81	1048.28	1868.59	1195.53	1100.73	1207.56	1189.25
STX17	55014	1633.12	942.149	1037.21	1060.56	1049.15	1073.36	1566.24	1497.18	1407.55
STX18	53407	510.482	449.036	431.382	591.683	461.538	676.302	424.682	679.002	389.899
STX19	415117	0	5.5096	0.9481	5.5819	8.547	9.8173	1.8149	4.0225	3.2582
STX1A	6804	17.8197	13.7741	20.8201	12.2802	45.9402	15.2713	11.7967	6.436	17.3771
STX1B	112755	157.233	144.628	140.318	91.5434	190.171	97.0821	133.394	222.043	154.222
STX2	2054	500	308.54	244.608	330.449	414.53	329.425	251.361	345.133	333.424
STX3	6809	208.595	234.16	1497.99	272.397	386.752	286.883	236.842	371.681	236.763
STX4	6810	628.931	826.446	533.776	935.529	755.342	785.383	603.448	510.056	545.208
STX5	6811	1000	995.868	1582.37	1303.94	1114.32	1017.73	961.888	994.369	1288.08
