Hugo_Symbol	Entrez_Gene_Id	TCGA-W5-AA2I-11	TCGA-W5-AA2Q-11	TCGA-W5-AA2R-11	TCGA-W5-AA2U-11	TCGA-W5-AA2X-11	TCGA-W5-AA30-11	TCGA-W5-AA31-11	TCGA-W5-AA34-11	TCGA-ZU-A8S4-11
ADAMTS20	80070	0	0	0	0	0	0	0	0	0
ADAMTS2	9509	308.176	494.49	153.591	175.272	313.034	485.41	254.083	243.765	228.075
ADAMTS3	9508	1.0482	23.416	5.6886	5.5819	13.8889	16.3621	13.6116	7.2405	24.9796
ADAMTS4	9507	66.0377	258.953	286.324	324.867	572.65	441.778	851.18	49.0748	418.137
ADAMTS5	11096	40.8805	158.402	70.1588	110.522	92.9487	85.0832	126.134	123.894	30.41
ADAMTS6	11174	10.4822	11.0193	13.2733	23.444	65.1709	41.4508	14.5191	11.2631	20.6354
ADAMTS7	11173	29.3501	147.383	36.0275	40.1898	72.6496	104.718	68.9655	31.3757	38.0125
ADAMTS8	11095	5.2411	6.8871	4.7405	6.6983	18.1624	20.7254	11.7967	8.8496	7.6025
ADAMTS9	56999	66.0377	122.59	45.5084	96.0089	158.12	157.077	127.949	131.134	105.349
ADAMTSL1	92949	40.8805	79.8898	54.9893	92.6598	89.7436	179.984	56.2613	41.8343	47.7871
ADAMTSL2	9719	2786.16	3750.69	1679.07	1710.3	1516.03	3491.68	996.37	2138.37	1102.36
ADAMTSL3	57188	601.677	840.22	945.248	972.37	458.333	1049.36	863.884	820.595	1012.22
ADAMTSL4	54507	1392.03	1566.12	1260.01	1073.96	2099.36	1522.77	1946.46	1098.95	1883.25
ADAMTSL5	339366	126.834	86.7769	60.6779	64.7502	74.7863	95.9913	29.9456	113.435	23.8936
ADAP1	11033	72.2432	255.069	110.993	95.9085	141.079	175.893	55.3539	89.1231	128.352
ADAP2	55803	83.8574	425.62	168.76	190.901	182.692	208.345	156.08	100.563	238.936
ADAR	103	4989.52	4165.29	4286.32	4080.38	4720.09	4619.58	5355.72	5101.37	5479.23
ADARB1	104	252.62	458.678	249.348	240.022	300.214	370.875	241.379	337.088	257.399
ADARB2	105	0	6.8871	0.9481	1.1164	6.4103	8.7265	3.6298	1.609	9.7746
ADAT1	23536	103.774	71.6253	163.072	72.5649	77.9915	83.9924	163.339	197.908	148.792
ADAT2	134637	145.702	71.6253	71.1069	80.3796	149.573	94.9005	124.319	84.473	74.9389
ADAT3	113179	61.8449	77.135	59.7298	70.3321	80.1282	74.1751	49.9093	38.6163	58.6478
ADC	113451	23.0608	27.5482	36.0275	25.6768	43.8034	50.1773	26.3158	47.4658	26.0657
ADCK1	57143	178.197	89.5317	104.29	114.987	190.171	117.808	130.672	168.946	112.951
ADCK2	90956	582.809	622.59	488.267	616.243	548.077	548.677	448.276	407.884	604.942
ADCK4	79934	625.786	632.231	942.403	482.277	674.145	604.309	677.858	551.891	692.913
ADCK5	203054	309.224	320.937	170.657	281.329	326.923	287.974	270.417	215.607	172.685
ADCY10	55811	55.5556	16.5289	81.5359	111.638	81.1966	40.36	137.024	58.7289	174.857
ADCY1	107	1829.14	993.113	504.385	1662.29	563.034	763.567	768.602	707.965	877.545
ADCY2	108	0	0	0	1.1164	0	1.0908	0	0.8045	0
ADCY3	109	130.629	305.441	93.937	238.247	261.624	344.521	129.31	118.986	155.58
ADCY4	196883	29.3501	196.97	54.9893	94.8925	170.94	194.164	76.225	30.5712	103.177
ADCY5	111	93.2914	107.438	82.484	125.035	119.658	230.161	79.8548	71.601	76.025
ADCY6	112	522.013	550.964	409.576	376.221	571.581	477.775	424.682	691.07	468.097
ADCY7	113	117.4	327.824	157.383	167.457	251.068	248.705	145.191	116.653	150.964
ADCY8	114	0	0	5.6886	0	6.4103	2.1816	0	2.4135	1.0861
ADCY9	115	1396.23	1176.31	1246.74	1354.17	1016.03	1003.55	1119.78	1341.91	1106.71
ADCYAP1	116	4.1929	12.3967	25.5985	12.2802	1.0684	1.0908	0	0.8045	8.6886
ADCYAP1R1	117	3.1447	0	0	0	0	2.1816	0	0	0
ADD1	118	3322.85	4122.59	3128.7	3633.83	3950.85	4551.95	3815.79	3283.99	3271.25
ADD2	119	9.434	6.8871	2.8443	3.3491	2.1368	3.2724	0.9074	1.609	11.9468
ADD3	120	551.363	1300.28	1004.98	931.063	882.479	1039.54	933.757	868.061	857.996
ADH1A	124	63858.3	41877.4	43318.3	39950.9	36092.9	29498.8	74315.8	50391.6	61921
ADH1B	125	240160	144118	184011	181189	161732	112336	262166	229204	194173
ADH1C	126	72575.5	37209.4	32375.4	37703.6	25631.4	31373.9	49149.7	35752.2	33763.8
ADH4	127	104283	67187.3	58750.4	72732.3	70117.5	67650.9	166536	130064	132840
ADH5	128	9784.07	5968.32	5187.01	8465.53	6716.88	7041.18	9755.9	6545.45	6932.39
ADH6	130	23282	16697	13289.4	19277.7	13469	13336.2	30398.4	17444.1	27387.5
ADH7	131	5.2411	4.1322	5.6886	2.2328	5.3419	1.0908	10.8893	13.6766	9.7746
ADHFE1	137872	1830.19	1219.01	1205.02	1779.51	2074.79	1499.86	1478.22	1386.16	1962.53
ADI1	55256	24544	20179.1	18453.7	25694.7	20112.2	19661.8	25053.5	15975.1	23538.4
ADIG	149685	1.0482	0	0	0	0	0	0	0	0
ADIPOQ	9370	0	0	0	0	1.0684	0	0	0	0
ADIPOR1	51094	2897.27	2971.07	2974.16	3032.1	2724.36	2771.75	3008.17	3017.7	3265.82
ADIPOR2	79602	6298.74	3958.68	7644.47	4465.53	4952.99	4640.31	5200.54	7278.36	4457.24
ADK	132	2903.56	1235.54	1419.29	1196.76	1206.2	1394.06	1965.52	2935.64	2263.37
ADM	133	237.946	446.281	2461.25	985.766	595.086	555.222	366.606	269.509	1718.16
ADM2	79924	117.4	118.457	59.7298	27.9096	44.8718	90.5372	109.8	62.7514	102.091
ADNP2	22850	238.994	289.256	450.344	337.148	354.701	299.973	299.455	337.892	331.252
ADNP	23394	858.491	877.41	1288.46	1211.28	1198.72	985.001	1178.77	1142.4	956.829
ADO	84890	318.658	402.204	407.68	418.644	428.419	328.334	365.699	340.306	349.715
ADORA1	134	13.6268	27.5482	19.9099	30.1423	58.7607	70.9026	12.7042	16.8946	18.4632
ADORA2A	135	199.927	231.983	117.971	136.065	177.265	238.887	101.633	161.199	74.1787
ADORA2B	136	19.9161	22.0386	5.6886	8.9311	22.4359	16.3621	5.4446	12.8721	18.4632
ADORA3	140	52.4109	243.802	73.9512	165.225	219.017	105.809	50.8167	49.0748	66.2503
ADPGK	83440	508.386	739.422	533.615	620.642	763.889	723.523	564.728	567.981	635.352
ADPRH	141	94.3396	146.006	136.525	150.712	155.983	214.89	119.782	105.39	178.116
ADPRHL1	113622	36.6876	26.1708	18.9618	32.3751	76.9231	22.907	71.6878	46.6613	96.6603
ADPRHL2	54936	538.784	535.813	635.222	551.493	495.726	474.502	426.497	560.74	464.838
ADRA1A	148	508.386	216.253	1512.21	322.635	903.846	567.221	1305.81	551.891	1522.67
ADRA1B	147	400.419	420.11	307.182	260.117	225.427	282.52	152.45	239.743	330.166
ADRA1D	146	1.0482	4.1322	7.5847	0	7.4786	2.1816	1.8149	0.8045	2.1721
ADRA2A	150	25.1572	85.3994	35.0794	58.0519	175.214	141.805	15.4265	32.1802	61.9061
ADRA2B	151	224.319	196.97	73.9512	339.38	148.504	493.046	210.526	212.389	103.177
ADRA2C	152	22.0126	42.6997	14.2214	27.9096	25.641	42.5416	14.5191	9.6541	31.4961
ADRB1	153	6.2893	16.5289	17.0657	315.936	27.7778	68.721	10.8893	32.1802	3.2582
ADRB2	154	170.859	329.201	384.925	570.472	237.179	262.885	332.123	229.284	374.695
ADRB3	155	0	0	0	0	0	1.0908	0	0	0
ADRBK1	156	1371.07	2425.62	1715.1	1301.7	1992.52	1919.83	1235.93	1534.19	1644.31
ADRBK2	157	215.933	282.369	79.6397	135.082	224.359	137.442	350.272	97.3451	221.559
ADRM1	11047	3755.77	2590.91	2394.88	2180.3	2852.56	2472.87	2606.17	2403.86	2405.65
ADSL	158	859.539	896.694	722.446	672.062	647.436	700.3	696.007	827.031	740.701
ADSS	159	647.799	621.212	613.415	715.601	591.88	787.565	617.967	666.935	712.463
ADSSL1	122622	1281.97	472.452	443.707	231.091	414.53	404.69	376.588	1567.98	345.371
AEBP1	165	2075.47	6099.17	1457.22	1604.24	2698.72	5097.35	1534.48	1538.21	729.84
AEBP2	121536	321.803	359.504	548.945	449.902	459.402	398.146	435.572	458.568	319.305
AEN	64782	438.155	652.893	807.774	312.587	449.786	281.429	457.35	427.997	603.856
AES	166	7783.02	9198.35	6907.8	6224.95	7766.03	7595.31	4980.94	6171.36	6391.53
AFAP1	60312	70.2306	203.857	99.5497	119.453	300.214	225.776	121.597	85.9614	143.351
AFAP1L1	134265	75.4717	345.73	129.889	92.6598	284.188	250.886	167.877	98.1496	298.67
AFAP1L2	84632	31.4465	162.534	58.7817	81.496	82.265	135.26	56.2613	51.4883	72.7668
AFARP1	246182	3.1447	5.5096	0.9481	5.5819	10.6838	10.9081	6.3521	2.4135	4.3443
AFF1	4299	1990.57	1606.06	2075.37	2195.93	2091.88	2163.08	2476.41	2675.78	1729.03
AFF2	2334	2.0964	11.0193	0.9481	0	5.3419	2.1816	1.8149	12.8721	4.3443
AFF3	3899	123.69	139.119	328.04	446.553	160.256	267.248	319.419	131.939	121.64
AFF4	27125	5160.38	1825.07	3726.95	2361.15	2581.2	2236.16	2909.26	3518.1	3519.96
AFG3L1	172	132.076	121.212	138.421	128.384	256.41	165.803	94.3739	106.195	105.349
AFG3L2	10939	2068.58	1575	1770.5	1548.42	1762.27	1667.66	2344.49	2456.11	1892.79
AFM	173	22721.2	11480.7	11748.8	10949.5	11357.9	15813.5	25990	20152.9	19100.7
AFMID	125061	4312.37	3070.25	2862.29	4118.34	2799.15	3491.68	5106.17	2954.14	3637.25
AFP	174	163.522	161.157	86.2764	83.7287	148.504	165.803	46.2795	55.5109	44.5289
AFTPH	54812	1132.08	920.11	1818.44	1233.6	1222.22	1292.61	1201.45	1366.85	1146.89
C11orf96	387763	209.644	1181.82	1516.95	922.132	884.615	829.015	520.871	198.713	737.442
AGA	175	567.086	483.471	594.454	491.209	307.692	553.041	429.22	456.154	591.909
AGAP11	119385	10.4822	8.2645	0	15.6294	23.5043	8.7265	10.8893	8.8496	4.3443
AGAP1	116987	102.725	136.364	163.072	132.85	119.658	134.17	128.857	200.322	159.653
AGAP2	116986	12.935	109.532	39.4691	32.8998	67.5962	49.8391	25.3811	20.9171	61.2544
AGAP3	116988	1664.57	1617.08	1093.15	1643.32	1456.2	1623.13	987.296	1433.63	1066.52
AGAP4	119016	220.126	130.854	144.11	192.018	429.487	225.798	144.283	152.856	127.07
AGAP5	729092	26.1111	27.5482	14.2214	17.8621	35.2564	40.3818	20.8167	21.7216	8.6886
AGAP6	414189	151.992	82.6446	68.2626	79.2632	227.564	111.263	84.392	81.255	79.2832
AGAP7	653268	4.1929	6.8871	6.6366	4.4655	6.4103	35.9967	18.1488	4.827	3.2582
AGAP8	728404	39.8323	28.9256	8.5328	6.6983	90.812	31.6335	19.0563	3.218	11.9468
AGBL1	123624	0	0	0	0	0	0	0	0	0
AGBL2	79841	188.679	30.303	31.287	46.8881	29.9145	58.9037	206.897	24.1352	41.2707
AGBL3	340351	9.434	2.7548	7.5847	14.513	11.7521	15.2713	3.6298	7.2405	8.6886
AGBL4	84871	19.9161	1.3774	1.8962	6.6983	7.4786	6.5449	37.2051	22.5261	95.5743
AGBL5	60509	368.983	376.033	335.625	304.772	303.419	258.522	310.345	301.69	326.918
AGER	177	45.0734	46.832	18.9618	29.026	108.974	52.3589	28.1307	11.2631	38.0125
AGFG1	3267	1062.89	794.766	1847.83	741.278	1148.5	895.555	1077.13	1366.05	1048.06
AGFG2	3268	2613.21	3063.36	1888.6	2526.37	2931.62	2826.29	3178.77	2333.07	1982.08
AGGF1	55109	646.75	586.777	508.177	610.662	692.308	733.024	790.381	753.017	704.86
AGK	55750	492.663	340.22	336.573	343.846	467.949	378.511	411.978	502.816	369.264
AGL	178	2582.81	1865.01	2717.23	2664.81	2543.8	2647.4	3737.75	3205.95	2614.17
AGMAT	79814	3178.2	1964.19	3398.91	2790.96	2115.38	2513.23	3928.31	3634.75	2351.34
AGPAT1	10554	2091.45	1464.1	1411.23	1020.66	1457.04	1774.73	1486.29	1637.84	1273.61
AGPAT2	10555	7672.96	6151.52	8386.82	3593.64	5965.81	5805.29	5852.09	5687.05	6385.01
AGPAT3	56894	5877.36	4647.38	3502.25	3264.3	3463.68	2936.46	3549	5224.46	3518.87
AGPAT4	56895	32.4948	57.8512	31.287	69.2157	106.838	37.0875	19.0563	24.1352	33.6682
AGPAT5	55326	910.902	789.256	612.467	617.36	364.316	697.028	991.833	616.251	703.774
AGPAT6	137964	1994.76	2070.25	2153.12	1411.11	1845.09	1474.78	1346.64	1642	1605.21
AGPAT9	84803	179.245	239.669	2364.54	1335.19	384.615	249.796	236.842	392.599	1355.42
AGPHD1	123688	60.7966	38.5675	44.5603	64.7502	43.8034	306.518	56.2613	44.2478	45.615
AGPS	8540	905.66	841.598	1196.49	1499.3	1115.38	1363.51	1656.08	1024.14	1204.45
AGR2	10551	2.0964	1.3774	0	21.2113	117.521	116.717	1.8149	0	6.5164
AGR3	155465	0	0	0	1.1164	9.6154	0	0	0	0
AGRN	375790	2954.93	3214.88	2388.24	1767.23	5009.62	3290.97	3109.8	2727.27	1828.94
AGRP	181	0	0	0.9481	2.2328	0	0	0	0	0
AGT	183	87423.5	49794.8	75525	73479.2	60111.1	83277.9	82512.7	82161.7	98029.9
AGTPBP1	23287	122.641	187.328	119.46	120.569	227.564	205.072	172.414	188.254	205.267
AGTR1	185	1736.9	2362.26	2475.47	2693.83	2344.02	2753.2	2106.17	1742.56	2002.72
AGTR2	186	0	0	0	0	0	0	0	0	0
AGTRAP	57085	288.26	471.074	268.31	366.174	366.453	414.508	192.377	274.336	257.399
AGXT	189	100984	53647.4	68906.4	85192.3	63695.5	70348.5	91009.1	49769.9	67975
AGXT2	64902	2968.55	3129.48	3550.6	3559.03	2835.47	3945.46	3554.45	2034.59	4168.34
AGXT2L1	64850	6808.18	1249.31	1590.9	1157.69	1719.02	1413.69	7118.87	5041.03	4305.19
AGXT2L2	85007	2186.68	884.656	1305.01	1342.33	1428.35	1546.33	1506.78	1740.7	1702.81
AHCTF1	25909	990.566	687.328	975.587	1061.68	995.726	885.738	1092.56	1162.51	924.246
AHCY	191	4973.79	7984.85	7768.67	9100.75	4677.35	6632.12	5831.22	5369.27	5695.36
AHCYL1	10768	3307.13	2571.63	2995.02	3014.23	2870.73	2674.67	3769.51	3652.45	3677.44
AHCYL2	23382	323.899	311.295	391.562	348.312	363.248	387.238	321.234	493.162	362.748
AHDC1	27245	492.663	440.771	567.907	689.925	892.094	766.839	491.833	932.422	255.227
AHI1	54806	174.004	89.5317	164.968	99.3581	199.786	163.621	128.857	147.225	142.275
AHNAK2	113146	20.9644	50.9642	30.3389	24.5604	79.0598	70.9026	20.8711	20.9171	136.845
AHNAK	79026	8390.99	11735.5	22610.1	17383.2	17074.8	15040.1	11044.5	9234.92	10179.7
AHR	196	1734.8	2604.68	3201.71	2808.82	3596.15	3125.17	4215.06	2793.24	1399.95
AHRR	57491	3.1447	1.3774	1.8962	22.3277	9.6154	37.0875	6.3521	12.8721	8.6886
AHSA1	10598	1349.06	1103.31	1377.58	1379.85	1280.98	1304.61	1328.49	1674.98	1348.9
AHSA2	130872	462.264	315.427	259.777	322.635	770.299	321.789	275.862	348.351	250.882
AHSG	197	194031	158128	144280	159672	86917.7	193831	214194	161329	161842
AHSP	51327	41.9287	0	0	5.5819	1.0684	3.2724	0	1.609	2.1721
AICDA	57379	0	0	0	0	1.0684	0	0	0	0
AIDA	64853	998.952	917.355	880.777	1015.91	885.684	933.733	824.864	859.212	800.489
AIF1	199	154.088	1035.81	225.646	514.653	423.077	493.046	236.842	196.299	677.708
AIF1L	83543	55.5556	210.744	85.3283	234.44	240.385	266.158	84.392	107.804	219.386
AIFM1	9131	5189.73	2550.96	3569.57	2560.98	2748.93	3980.37	5229.58	4447.3	4446.38
AIFM2	84883	946.541	610.193	564.115	531.398	649.573	669.757	1062.61	924.376	456.15
AIFM3	150209	16.7715	16.5289	8.5328	34.6079	20.2991	18.5438	9.9819	8.8496	17.8767
AIG1	51390	5882.6	4370.52	5141.5	5674.57	4388.89	5692.94	4934.66	4831.86	5272.88
AIM1	202	877.359	614.325	951.884	499.023	701.923	842.105	1271.32	1267.1	789.574
AIM1L	55057	5.2411	0	4.7405	1.1164	10.6838	7.6357	0.9074	0.8045	10.8607
AIM2	9447	2.0964	23.416	3.7924	11.1638	6.4103	9.8173	7.2595	7.2405	13.0329
AIMP1	9255	839.203	741.529	686.912	861.848	809.049	805.334	738.657	901.689	788.303
AIMP2	7965	744.528	412.81	583.456	449.735	493.045	626.299	864.011	784.039	683.552
AIP	9049	920.335	1476.58	937.663	1589.73	1003.21	1448.6	829.401	841.513	1032.85
AIPL1	23746	0	0	0.9481	0	0	1.0908	0	0	0
AIRE	326	0	0	2.8443	0	0	1.0908	0	0	0
AJAP1	55966	12.5786	13.7741	2.8443	12.2802	5.3419	8.7265	9.9819	0.8045	7.6025
AK1	203	1319.71	917.355	763.214	469.997	865.385	877.011	831.216	897.828	918.816
AK2	204	3966.46	2800.28	2798.77	3228.58	3344.02	3022.63	3881.13	4286.4	3290.8
AK3	50808	7669.81	4217.63	4574.54	5217.97	5318.38	3670.58	6719.6	7115.04	7330.98
AK3L1	205	2001.05	1011.02	1488.5	1299.47	1076.92	1398.42	2370.24	2341.11	1138.2
AK5	26289	2.0964	1.3774	0.9481	2.2328	2.1368	3.2724	3.6298	0	1.0861
AK7	122481	27.2537	33.0579	10.429	23.444	23.5043	50.1773	29.0381	12.8721	15.205
AKAP10	11216	185.535	185.95	200.047	184.203	225.427	199.618	235.027	191.472	178.116
AKAP11	11215	699.161	570.248	1082.72	926.598	1075.85	916.28	718.693	951.73	764.594
AKAP12	9590	286.163	668.044	8712.97	946.693	964.744	926.098	1243.19	616.251	1805.05
AKAP13	11214	1684.49	2190.08	2469.78	2485.07	1864.32	1710.39	1676.04	1433.63	3580.78
AKAP14	158798	1.0482	0	0	0	0	2.1816	0	0	0
AKAP1	8165	3015.72	2753.44	2149.32	2965.11	2745.73	3816.74	4219.6	3515.69	2129.79
PALM2AKAP2	445815	420.734	503.815	1254.91	576.154	631.036	601.418	1092.49	485.64	551.301
AKAP3	10566	42.9769	16.5289	18.9618	37.957	29.9145	39.2692	44.4646	30.5712	21.7214
AKAP4	8852	0	0	0	0	0	0	0	0	0
AKAP5	9495	39.8323	49.5868	28.4428	27.9096	72.6496	31.6335	18.1488	16.8946	22.8075
AKAP6	9472	174.004	99.1736	101.446	228.858	194.444	145.078	181.488	237.329	172.685
AKAP7	9465	346.96	424.242	419.057	359.475	1349.36	562.858	559.891	434.433	433.342
AKAP8	10270	465.409	577.135	378.289	612.894	524.573	537.769	430.127	460.981	419.224
AKAP8L	26993	865.828	699.725	551.789	907.619	970.086	883.556	543.557	556.718	531.089
AKAP9	10142	2119.5	2274.1	2599.67	3340.22	2557.69	2579.77	2627.04	2973.45	2255.77
AKD1	221264	33.543	52.3416	54.9893	63.6338	74.7863	57.8129	68.9655	57.9244	60.82
AKIRIN1	79647	944.444	1236.91	2545.63	1030.42	1469.02	1142.08	1029.95	1742.56	1253.33
AKIRIN2	55122	718.029	866.391	809.67	1086.24	938.034	815.926	996.37	761.062	929.677
AKNA	80709	383.648	1128.1	669.353	512.42	782.051	859.558	368.421	362.832	713.549
AKNAD1	254268	0	0	0	0	0	0	0	0	0
AKR1A1	10327	9552.41	8798.9	5191.75	8004.47	6844.02	9232.62	8360.25	9029.77	6960.63
AKR1B10	57016	198.113	140.496	5.6886	140.664	495.726	255.25	4053.54	724.859	235.677
AKR1B1	231	104.822	630.854	237.971	445.437	487.18	411.235	234.12	151.247	464.838
AKR1B15	441282	0	0	0	0	1.0684	0	11.7967	3.218	4.3443
AKR1C1	1645	12313.4	15618.5	17017.3	15331.3	6850.43	9604.58	19689.7	8175.38	11855.6
AKR1C2	1646	7863.73	2761.71	3269.02	3810.21	5167.73	2192.53	17313.1	5802.09	5674.72
AKR1C3	8644	6389.94	3269.97	2468.83	2968.46	1987.18	1540.22	7008.17	5497.18	3131.14
AKR1C4	1109	11981.1	5811.29	5889.55	6931.62	5706.2	6156.53	16242.3	7684.63	9971.22
AKR1CL1	340811	84.9057	27.5482	14.2214	49.1208	75.8547	52.3589	49.0018	31.3757	6.5164
AKR1D1	6718	10603.8	6950.41	7196.97	8084.85	11004.3	5067.9	12224.1	9029.77	16898.2
AKR1E2	83592	5.2411	9.6419	4.7405	4.4655	6.4103	2.1816	9.0744	4.827	11.9468
AKR7A2	8574	1928.72	1902.2	1421.19	1824.17	1581.2	1846.74	1827.59	1746.58	1605.21
AKR7A3	22977	8605.87	6165.29	4959.47	6456.04	6527.78	4802.84	4337.57	9008.05	5608.47
AKR7L	246181	874.214	517.906	638.066	717.834	819.444	627.216	360.254	736.927	476.785
AKT1	207	4657.23	4217.63	4455.08	3263.19	4167.73	4321.79	4696.91	4652.45	4169.43
AKT1S1	84335	1498.95	1683.2	1151.93	1512.7	1301.28	1318.79	1356.62	1185.84	1357.59
AKT2	208	4640.46	4077.14	3549.66	3267.65	3632.48	3534.22	4341.2	4117.46	4117.3
AKT3	10000	95.3878	195.592	136.525	96.0089	208.333	221.434	113.43	127.916	210.698
AKTIP	64400	809.654	530.799	581.929	523.952	654.957	634.939	573.285	670.072	635.927
ALAD	210	13939.2	7108.82	9123.49	10676	9113.25	7779.66	12852.1	9827.03	12117.3
ALAS1	211	9278.83	10411.8	18158.8	13728.2	21083.3	13460.6	18902	5188.25	12280.2
ALAS2	212	40.8805	0	0.9481	1.1164	11.7521	6.5449	2.7223	4.827	3.2582
ALB	213	6366170	5298780	5071250	9038260	3848730	7862400	7486420	5746400	5326340
ALCAM	214	3318.66	1838.84	2549.42	2517.44	2699.79	2696.48	2647.01	2718.42	2345.91
ALDH16A1	126133	986.373	1165.29	767.006	816.076	629.274	997	712.341	973.451	861.254
ALDH18A1	5832	996.855	1269.97	1292.25	1148.76	889.957	1204.25	999.093	1275.95	2222.1
ALDH1A1	216	43401.5	23786.5	19055.7	28430.9	26674.1	19186.3	48497.3	34028.2	32068.4
ALDH1A2	8854	27.2537	82.6446	48.3527	70.3321	132.479	94.9005	29.0381	20.9171	22.8075
ALDH1A3	220	52.7149	387.342	55.4823	116.617	199.872	453.908	79.7822	85.527	188.889
ALDH1B1	219	27271.5	4596.42	6865.13	3681.83	6485.04	4834.47	15645.2	18288.8	5773.55
ALDH1L1	10840	30147.8	20028.9	23155.3	42313.1	23525.6	10565.6	26084.4	10617.9	18646.8
ALDH1L2	160428	13.6268	22.0386	9.4809	15.6294	25.641	32.7243	12.7042	14.4811	28.2378
ALDH2	217	91140.5	71362.3	79941.2	68858.5	72324.8	84543.2	98770.4	80292.8	88519.1
ALDH3A1	218	66.0377	5.5096	0.9481	5.5819	41.6667	30.5427	1066.24	49.8793	102.091
ALDH3A2	224	11358.5	11909.1	9367.15	10671.5	10407.1	9726.75	16235	11392.6	11667.7
ALDH3B1	221	182.39	305.785	109.979	266.815	389.957	321.789	156.987	178.6	275.862
ALDH3B2	222	1.0482	0	1.8962	0	0	1.0908	0	0	2.1721
ALDH4A1	8659	22344.9	17778.2	16607.7	11364.8	18563	17916.6	27514.5	22863.2	34637
ALDH5A1	7915	7310.27	5376.03	7485.19	6947.25	5841.88	6647.4	9301.27	7906.68	7801.25
ALDH6A1	4329	6485.59	5534.27	8386.43	5575.9	5136.43	7349.3	10884.5	5862.81	8065.71
ALDH7A1	501	7816.56	4895.32	5260.01	6692.72	5129.27	5483.5	7915.61	6600.16	6517.51
ALDH8A1	64577	11953.9	7555.1	7697.56	9196.76	7173.08	8917.37	10627	10273.5	8554.98
ALDH9A1	223	8719.08	4709.37	5826.97	7163.83	5876.07	5508.59	9653.36	7658.09	7782.79
ALDOA	226	3411.95	5657.02	4802.09	3557.91	5119.66	5178.07	3000	3618.66	3900.08
ALDOB	229	455425	251793	426554	431676	285103	260363	258770	461740	262725
ALDOC	230	3583.86	1712.12	1879.12	1884.45	2176.28	3079.36	2297.64	4197.91	1094.76
ALG10	84920	71.2788	104.683	81.5359	73.6813	65.1709	71.9935	95.2813	99.7586	64.0782
ALG10B	144245	214.885	179.063	132.733	204.298	151.709	221.434	250.454	232.502	205.267
ALG11	440138	7.3375	6.8871	5.6886	11.1638	10.6838	5.454	8.167	9.6541	5.4304
ALG12	79087	975.891	858.127	653.235	678.761	819.444	1100.63	917.423	753.821	824.328
ALG13	79868	535.639	404.959	423.797	376.221	526.709	465.776	406.534	461.786	380.125
ALG14	199857	363.732	356.749	273.999	442.088	324.786	356.695	311.252	339.501	377.953
ALG1	56052	655.503	682.713	504.963	460.843	457.244	615.555	724.655	585.945	663.285
ALG1L	200810	78.0189	10.3444	8.0114	3.8627	3.5684	2.7161	0	4.0547	13.4999
ALG1L2	644974	0	0	0	0	1.0684	0	0	0	1.0861
ALG2	85365	1176.1	943.526	1433.52	1360.87	1273.5	1134.44	1141.56	1411.91	1246.81
ALG3	10195	1495.81	1336.09	1055.23	1171.09	1166.67	1428.96	1333.03	1444.09	1285.91
ALG5	29880	945.493	856.749	822.944	832.822	623.932	952.277	826.679	905.873	1001.36
ALG6	29929	240.042	191.46	197.203	217.695	215.812	230.161	276.769	284.795	248.71
ALG8	79053	1023.06	870.523	828.632	1097.4	620.726	992.637	989.111	855.189	913.386
ALG9	79796	554.507	545.455	413.368	477.812	467.949	560.676	615.245	561.545	647.298
ALK	238	2.0964	0	0	0	2.1368	1.0908	0.9074	0.8045	1.0861
ALKBH1	8846	222.222	202.479	205.736	263.466	206.197	229.07	218.693	185.036	199.837
ALKBH2	121642	615.304	359.504	202.892	896.456	529.914	472.321	443.739	482.703	443.117
ALKBH3	221120	240.042	271.35	253.141	283.561	290.598	322.88	256.806	255.833	210.698
ALKBH4	54784	283.784	233.485	136.639	222.651	243.632	259.22	215.717	278.053	122.954
ALKBH5	54890	2935.01	2440.77	2958.87	3048.84	2696.5	2475.05	3004.42	2538.11	2557.56
ALKBH6	84964	212.788	239.669	119.46	140.664	192.308	200.709	181.488	115.044	179.202
ALKBH7	84266	1879.45	2556.47	1626.93	2717.28	1723.29	2137.99	1755.9	1294.45	1866.96
ALKBH8	91801	162.474	126.722	132.733	151.828	163.462	196.346	191.47	145.615	175.944
ALLC	55821	16.7715	6.8871	8.5328	7.8147	17.094	13.0897	4.5372	6.436	15.205
ALMS1	7840	222.222	203.857	267.362	288.027	256.41	318.517	231.398	296.058	259.571
ALMS1P	200420	1.0482	1.3774	2.8443	3.3491	4.2735	6.5449	7.2595	4.827	4.3443
ALOX12	239	6.4465	4.1322	2.8443	1.1164	2.4038	1.0908	2.7223	7.2405	5.4304
ALOX12B	242	0	0	0	1.1164	0	0	0	0	0
ALOX12P2	245	55.5556	37.1901	45.5084	75.914	151.709	74.1751	78.0399	26.5487	36.9264
ALOX15	246	1.0482	2.7548	0.9481	1.1164	3.2051	5.454	0.9074	1.609	0
ALOX15B	247	2.0964	1.3774	3.7924	53.5864	34.188	9.8173	3.6298	1.609	27.1518
ALOX5	240	30.3983	234.16	95.7573	82.6123	228.632	176.711	98.0036	74.819	144.447
ALOX5AP	241	27.2537	140.496	62.5741	66.983	151.709	107.99	57.1688	24.9397	128.156
ALOXE3	59344	0	0	25.5985	0	0	1.0908	0	0	0
ALPI	248	0	1.3774	0	0	0	0	0	0	4.3443
